province,weather,temp_c,humidity_%,wind_km/h,pressure_mbar,AQI,PM2_5,PM10,O3,NO2,SO2,CO,PM25_was_unknown,date,comunidades
Valencia/València,Broken clouds,18,64,14.4,1017,21.0,5.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-14 23:00:00,Comunidad Valenciana
Valladolid,Broken clouds,10,87,16.8,1016,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-14 23:00:00,Castilla y León
Zamora,Broken clouds,10,89,24.7,1016,25.0,6.0,10.0,Unknown,15.0,1.0,Unknown,No,2022-11-14 23:00:00,Castilla y León
Zaragoza,Broken clouds,15,72,15.8,1016,64.0,18.5,28.1,2.2,29.9,5.9,235.0,No,2022-11-14 23:00:00,Aragón
Ceuta,Broken clouds,18,84,14.9,1021,9.0,1.4,Unknown,Unknown,52.5,9.2,0.7,No,2022-11-14 23:00:00,Ceuta
Albacete,Clear sky,13,88,16.7,1018,41.0,10.0,27.0,52.0,9.0,2.0,0.0,No,2022-11-15 08:00:00,Castilla-La Mancha
Alicante/Alacant,Clear sky,15,78,7.4,1016,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Alicante/Alacant
Almería,Clear sky,13,77,1.8,1017,23.0,5.5,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Andalucía
Asturias,Rain,12,86,3.9,1005,26.0,1.0,7.0,64.0,2.0,6.0,0.3,No,2022-11-15 08:00:00,Asturias
Ávila,Broken clouds,7,92,10.1,1014,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Castilla y León
Badajoz,Broken clouds,15,96,9.3,1017,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Extremadura
"Balears, Illes",Clear sky,18,85,14.8,1015,45.0,11.0,19.0,47.0,14.0,2.3,Unknown,No,2022-11-15 08:00:00,"Balears, Illes"
Barcelona,Clear sky,16,74,9.3,1012,53.0,13.0,26.5,1.0,47.0,2.5,300.0,No,2022-11-15 08:00:00,Cataluña
Burgos,Broken clouds,10,84,32.4,1011,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Castilla y León
Cáceres,Broken clouds,13,93,19.9,1016,0.0,4.1,Unknown,Unknown,0.6,0.1,0.1,No,2022-11-15 08:00:00,Extremadura
Cádiz,Broken clouds,19,88,18.5,1019,12.0,4.1,13.0,Unknown,1.0,Unknown,Unknown,No,2022-11-15 08:00:00,Andalucía
Cantabria,Scattered clouds,18,60,29.6,1004,0.0,0.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Cantabria
Castellón/Castelló,Broken clouds,16,73,14.2,1014,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,14,88,14.5,1017,29.0,7.0,13.0,Unknown,5.0,Unknown,Unknown,No,2022-11-15 08:00:00,Castilla-La Mancha
Córdoba,Broken clouds,15,94,9.1,1019,30.0,7.2,17.4,49.0,3.0,3.0,0.4,No,2022-11-15 08:00:00,Andalucía
"Coruña, A",Broken clouds,14,84,23.7,1007,28.0,6.8,Unknown,59.0,1.0,Unknown,Unknown,No,2022-11-15 08:00:00,Galicia
Cuenca,Broken clouds,10,92,23.2,1016,45.0,11.0,20.0,Unknown,Unknown,3.0,Unknown,No,2022-11-15 08:00:00,Castilla-La Mancha
Girona,Clear sky,13,85,7.4,1011,63.0,18.0,32.0,Unknown,Unknown,2.0,Unknown,No,2022-11-15 08:00:00,Cataluña
Granada,Broken clouds,11,80,3.3,1020,25.0,6.0,21.6,32.0,10.0,9.0,0.1,No,2022-11-15 08:00:00,Andalucía
Guadalajara,Broken clouds,11,93,26.0,1014,11.0,1.0,2.0,Unknown,Unknown,21.0,0.0,No,2022-11-15 08:00:00,Castilla-La Mancha
Huelva,Broken clouds,18,86,8.1,1024,21.0,2.5,5.9,52.0,0.0,2.0,0.4,No,2022-11-15 08:00:00,Andalucía
Huesca,Broken clouds,11,96,3.7,1013,14.0,4.1,Unknown,35.0,2.0,1.0,Unknown,No,2022-11-15 08:00:00,Aragón
Jaén,Broken clouds,14,74,8.2,1019,27.0,4.2,16.2,66.5,2.5,4.0,0.3,No,2022-11-15 08:00:00,Andalucía
León,Broken clouds,10,100,22.2,1009,4.0,1.0,Unknown,Unknown,2.0,1.0,Unknown,No,2022-11-15 08:00:00,Castilla y León
Lleida,Broken clouds,13,78,4.2,1013,86.0,29.0,50.0,4.0,5.0,1.0,Unknown,No,2022-11-15 08:00:00,Cataluña
Lugo,Broken clouds,12,97,11.4,1007,5.0,1.3,2.0,Unknown,1.0,1.7,Unknown,No,2022-11-15 08:00:00,Galicia
Madrid,Broken clouds,12,89,20.8,1015,20.0,2.0,6.0,48.0,20.0,1.0,Unknown,No,2022-11-15 08:00:00,Madrid
Málaga,Broken clouds,17,72,8.1,1017,24.0,5.9,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Andalucía
Murcia,Broken clouds,14,85,7.7,1015,58.0,15.5,29.0,5.0,28.0,5.0,Unknown,No,2022-11-15 08:00:00,Murcia
Navarra,Scattered clouds,13,76,13.0,1011,33.0,8.0,13.5,Unknown,37.0,2.0,Unknown,No,2022-11-15 08:00:00,Navarra
Ourense,Broken clouds,15,94,15.3,1007,13.0,1.0,14.0,17.0,Unknown,4.5,Unknown,No,2022-11-15 08:00:00,Galicia
Palencia,Rain,11,87,12.9,1011,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Castilla y León
"Palmas, Las",Broken clouds,21,57,5.3,1019,33.0,8.0,21.0,53.0,10.0,2.0,Unknown,No,2022-11-15 08:00:00,Canarias
"Rioja, La",Mist,6,100,3.7,1011,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,"Rioja, La"
Salamanca,Broken clouds,9,96,16.7,1015,4.0,1.0,Unknown,Unknown,2.0,2.0,Unknown,No,2022-11-15 08:00:00,Castilla y León
Santa Cruz de Tenerife,Clear sky,21,33,3.7,1022,37.0,9.0,27.0,24.0,37.0,6.0,0.0,No,2022-11-15 08:00:00,Canarias
Segovia,Broken clouds,9,90,10.0,1014,4.0,1.0,1.0,Unknown,Unknown,2.0,Unknown,No,2022-11-15 08:00:00,Castilla y León
Sevilla,Broken clouds,15,97,8.3,1019,8.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Andalucía
Soria,Broken clouds,8,90,19.3,1013,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Castilla y León
Tarragona,Broken clouds,17,66,8.6,1013,72.0,22.0,34.5,2.0,43.0,1.0,Unknown,No,2022-11-15 08:00:00,Cataluña
Teruel,Broken clouds,11,87,14.8,1015,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Aragón
Toledo,Broken clouds,14,84,22.2,1015,8.0,2.0,2.0,Unknown,2.0,2.0,Unknown,No,2022-11-15 08:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,17,69,22.6,1015,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 08:00:00,Comunidad Valenciana
Valladolid,Broken clouds,11,79,29.7,1012,17.0,4.0,4.0,38.0,19.0,5.0,Unknown,No,2022-11-15 08:00:00,Castilla y León
Zamora,Rain,12,100,33.2,1010,12.0,3.0,2.0,Unknown,1.0,1.0,Unknown,No,2022-11-15 08:00:00,Castilla y León
Zaragoza,Clear sky,12,90,6.4,1013,59.0,16.0,24.3,3.3,25.3,5.4,150.0,No,2022-11-15 08:00:00,Aragón
Ceuta,Broken clouds,18,78,18.5,1020,27.0,5.4,9.8,66.7,Unknown,4.0,Unknown,No,2022-11-15 08:00:00,Ceuta
Albacete,Few clouds,15,77,18.5,1014,53.0,13.0,27.0,64.0,5.0,2.0,0.0,No,2022-11-15 21:00:00,Castilla-La Mancha
Alicante/Alacant,Clear sky,18,75,1.8,1012,10.0,2.0,5.0,24.0,25.0,3.0,0.1,No,2022-11-15 21:00:00,Alicante/Alacant
Almería,Broken clouds,19,73,27.6,1015,10.0,2.5,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Andalucía
Asturias,Scattered clouds,10,75,7.3,1009,41.0,10.0,18.0,75.0,2.2,Unknown,0.5,No,2022-11-15 21:00:00,Asturias
Ávila,Broken clouds,11,90,3.2,1016,5.0,1.1,Unknown,Unknown,3.0,1.0,Unknown,No,2022-11-15 21:00:00,Castilla y León
Badajoz,Broken clouds,15,92,14.8,1014,21.0,4.1,Unknown,51.0,9.7,Unknown,Unknown,No,2022-11-15 21:00:00,Extremadura
"Balears, Illes",Broken clouds,20,73,26.2,1012,29.0,4.1,Unknown,71.0,6.3,3.3,Unknown,No,2022-11-15 21:00:00,"Balears, Illes"
Barcelona,Clear sky,18,65,16.7,1007,16.0,3.8,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Cataluña
Burgos,Few clouds,9,81,18.5,1010,5.0,1.1,Unknown,Unknown,15.0,1.0,Unknown,No,2022-11-15 21:00:00,Castilla y León
Cáceres,Broken clouds,14,90,14.5,1013,0.0,4.1,Unknown,Unknown,Unknown,Unknown,0.1,No,2022-11-15 21:00:00,Extremadura
Cádiz,Broken clouds,19,84,27.0,1018,26.0,4.1,Unknown,63.0,5.0,Unknown,Unknown,No,2022-11-15 21:00:00,Andalucía
Cantabria,Broken clouds,14,91,7.4,1008,10.0,2.5,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Cantabria
Castellón/Castelló,Broken clouds,20,55,15.7,1010,8.0,2.0,5.0,15.0,20.0,4.0,Unknown,No,2022-11-15 21:00:00,Comunidad Valenciana
Ciudad Real,Rain,15,84,19.3,1013,18.0,2.0,20.0,Unknown,3.0,2.0,Unknown,No,2022-11-15 21:00:00,Castilla-La Mancha
Córdoba,Scattered clouds,17,82,24.1,1016,24.0,4.1,Unknown,59.0,9.0,Unknown,0.3,No,2022-11-15 21:00:00,Andalucía
"Coruña, A",Broken clouds,13,84,14.5,1007,57.0,15.0,30.0,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Galicia
Cuenca,Broken clouds,11,92,28.6,1012,29.0,7.0,13.0,Unknown,Unknown,4.0,Unknown,No,2022-11-15 21:00:00,Castilla-La Mancha
Girona,Clear sky,18,53,11.1,1006,59.0,16.0,27.0,Unknown,Unknown,1.0,Unknown,No,2022-11-15 21:00:00,Cataluña
Granada,Broken clouds,13,84,4.8,1019,15.0,4.1,Unknown,36.0,Unknown,10.0,0.1,No,2022-11-15 21:00:00,Andalucía
Guadalajara,Broken clouds,12,93,25.3,1011,12.0,3.0,6.0,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Castilla-La Mancha
Huelva,Broken clouds,18,85,31.7,1017,29.0,7.0,11.7,64.0,Unknown,2.0,0.7,No,2022-11-15 21:00:00,Andalucía
Huesca,Clear sky,12,95,3.7,1009,16.0,4.1,Unknown,41.0,21.0,1.0,Unknown,No,2022-11-15 21:00:00,Aragón
Jaén,Broken clouds,16,78,8.1,1016,31.0,4.1,Unknown,76.0,Unknown,4.0,0.3,No,2022-11-15 21:00:00,Andalucía
León,Broken clouds,7,81,13.6,1010,12.0,3.0,Unknown,Unknown,10.0,2.0,Unknown,No,2022-11-15 21:00:00,Castilla y León
Lleida,Broken clouds,15,68,12.4,1009,65.0,19.0,28.0,10.0,2.0,1.0,Unknown,No,2022-11-15 21:00:00,Cataluña
Lugo,Broken clouds,11,94,3.2,1009,29.0,7.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Galicia
Madrid,Mist,12,95,13.0,1012,17.0,4.0,6.5,29.5,33.0,1.0,Unknown,No,2022-11-15 21:00:00,Madrid
Málaga,Broken clouds,18,74,8.3,1018,29.0,7.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Andalucía
Murcia,Clear sky,18,68,4.8,1012,57.0,15.0,51.0,8.0,63.0,7.0,Unknown,No,2022-11-15 21:00:00,Murcia
Navarra,Few clouds,15,72,16.7,1008,19.0,4.5,7.0,Unknown,56.0,1.0,Unknown,No,2022-11-15 21:00:00,Navarra
Ourense,Broken clouds,13,91,7.3,1011,23.0,4.0,25.0,31.0,Unknown,4.3,Unknown,No,2022-11-15 21:00:00,Galicia
Palencia,Broken clouds,10,76,24.4,1010,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Castilla y León
"Palmas, Las",Clear sky,23,51,8.2,1020,57.0,15.0,38.0,59.0,21.0,4.5,Unknown,No,2022-11-15 21:00:00,Canarias
"Rioja, La",Few clouds,10,93,5.5,1008,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,"Rioja, La"
Salamanca,Broken clouds,9,96,11.1,1014,4.0,1.0,Unknown,Unknown,12.0,1.0,Unknown,No,2022-11-15 21:00:00,Castilla y León
Santa Cruz de Tenerife,Clear sky,22,71,13.3,1021,57.0,15.0,51.0,11.0,45.5,8.0,Unknown,No,2022-11-15 21:00:00,Canarias
Segovia,Broken clouds,10,91,14.1,1011,8.0,2.0,5.0,Unknown,Unknown,2.0,Unknown,No,2022-11-15 21:00:00,Castilla y León
Sevilla,Scattered clouds,18,88,22.2,1015,18.0,3.0,7.0,45.0,11.0,3.5,Unknown,No,2022-11-15 21:00:00,Andalucía
Soria,Broken clouds,9,87,4.8,1009,5.0,1.1,Unknown,Unknown,Unknown,2.0,Unknown,No,2022-11-15 21:00:00,Castilla y León
Tarragona,Clear sky,16,72,3.7,1008,74.0,23.0,35.0,3.5,67.0,3.0,Unknown,No,2022-11-15 21:00:00,Cataluña
Teruel,Broken clouds,11,82,13.0,1013,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-15 21:00:00,Aragón
Toledo,Broken clouds,15,87,31.3,1012,17.0,4.0,2.0,Unknown,2.0,2.0,Unknown,No,2022-11-15 21:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,20,61,27.5,1011,19.0,4.5,11.0,12.0,17.5,3.0,0.1,No,2022-11-15 21:00:00,Comunidad Valenciana
Valladolid,Few clouds,11,82,14.8,1010,25.0,6.0,3.5,50.0,28.0,9.0,Unknown,No,2022-11-15 21:00:00,Castilla y León
Zamora,Broken clouds,10,84,25.2,1011,12.0,3.0,4.0,Unknown,13.0,1.0,Unknown,No,2022-11-15 21:00:00,Castilla y León
Zaragoza,Broken clouds,16,72,16.7,1009,29.0,7.0,12.1,12.6,40.8,7.7,330.0,No,2022-11-15 21:00:00,Aragón
Ceuta,Broken clouds,20,82,28.5,1019,25.0,3.7,14.5,60.1,11.8,5.0,Unknown,No,2022-11-15 21:00:00,Ceuta
Albacete,Broken clouds,13,76,20.4,1015,31.0,3.0,22.0,75.0,4.0,2.0,0.0,No,2022-11-16 11:00:00,Castilla-La Mancha
Alicante/Alacant,Broken clouds,21,58,26.8,1011,6.0,1.0,1.0,14.0,8.5,3.5,0.1,No,2022-11-16 11:00:00,Alicante/Alacant
Almería,Broken clouds,20,72,24.0,1013,11.0,2.6,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Andalucía
Asturias,Broken clouds,11,90,3.2,1001,45.0,11.0,20.0,9.9,48.0,42.0,1.0,No,2022-11-16 11:00:00,Asturias
Ávila,Broken clouds,11,78,11.3,1016,4.0,1.0,1.0,Unknown,2.0,1.0,Unknown,No,2022-11-16 11:00:00,Castilla y León
Badajoz,Scattered clouds,15,92,13.0,1016,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Extremadura
"Balears, Illes",Few clouds,20,78,35.2,1010,23.0,4.0,7.1,57.5,4.1,3.5,Unknown,No,2022-11-16 11:00:00,"Balears, Illes"
Barcelona,Scattered clouds,18,60,2.7,1008,27.0,6.5,16.5,37.0,28.0,1.5,300.0,No,2022-11-16 11:00:00,Cataluña
Burgos,Broken clouds,10,79,29.1,1009,1.0,4.1,Unknown,Unknown,7.0,1.0,Unknown,No,2022-11-16 11:00:00,Castilla y León
Cáceres,Broken clouds,12,92,15.2,1015,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Extremadura
Cádiz,Broken clouds,19,83,12.0,1018,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Andalucía
Cantabria,Broken clouds,14,74,11.3,1005,21.0,5.2,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Cantabria
Castellón/Castelló,Broken clouds,21,46,14.7,1008,12.0,3.0,5.0,27.0,16.0,Unknown,Unknown,No,2022-11-16 11:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,11,93,16.7,1015,37.0,9.0,Unknown,Unknown,4.0,2.0,Unknown,No,2022-11-16 11:00:00,Castilla-La Mancha
Córdoba,Rain,16,83,10.4,1016,19.0,4.1,2.2,46.0,2.0,3.0,Unknown,No,2022-11-16 11:00:00,Andalucía
"Coruña, A",Broken clouds,16,82,38.6,1002,53.0,13.0,Unknown,48.0,14.0,Unknown,Unknown,No,2022-11-16 11:00:00,Galicia
Cuenca,Broken clouds,9,86,23.6,1013,53.0,13.0,25.0,Unknown,Unknown,4.0,Unknown,No,2022-11-16 11:00:00,Castilla-La Mancha
Girona,Broken clouds,17,76,9.3,1008,45.0,11.0,20.0,Unknown,Unknown,1.0,Unknown,No,2022-11-16 11:00:00,Cataluña
Granada,Broken clouds,14,91,14.8,1016,14.0,1.2,15.1,Unknown,28.0,10.0,0.1,No,2022-11-16 11:00:00,Andalucía
Guadalajara,Broken clouds,11,76,20.1,1012,45.0,11.0,Unknown,Unknown,Unknown,7.0,Unknown,No,2022-11-16 11:00:00,Castilla-La Mancha
Huelva,Broken clouds,18,81,6.4,1023,84.0,28.0,57.6,Unknown,9.0,6.5,0.4,No,2022-11-16 11:00:00,Andalucía
Huesca,Few clouds,14,62,10.8,1008,1.0,4.1,Unknown,Unknown,Unknown,2.0,Unknown,No,2022-11-16 11:00:00,Aragón
Jaén,Broken clouds,15,82,13.1,1016,25.0,1.1,4.8,60.0,3.5,4.0,0.3,No,2022-11-16 11:00:00,Andalucía
León,Broken clouds,8,92,17.6,1009,12.0,3.0,Unknown,Unknown,14.0,1.0,Unknown,No,2022-11-16 11:00:00,Castilla y León
Lleida,Clear sky,16,51,18.4,1008,45.0,11.0,18.5,7.0,1.0,1.0,Unknown,No,2022-11-16 11:00:00,Cataluña
Lugo,Broken clouds,11,91,18.7,1006,4.0,1.0,4.0,Unknown,4.0,1.7,Unknown,No,2022-11-16 11:00:00,Galicia
Madrid,Broken clouds,11,78,22.3,1012,20.0,4.0,15.0,50.0,18.0,1.0,Unknown,No,2022-11-16 11:00:00,Madrid
Málaga,Broken clouds,20,71,11.3,1017,28.0,6.7,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Andalucía
Murcia,Broken clouds,21,56,13.1,1012,48.0,11.5,27.0,8.0,37.0,9.0,Unknown,No,2022-11-16 11:00:00,Murcia
Navarra,Scattered clouds,13,66,9.5,1008,41.0,10.0,18.5,Unknown,11.5,1.0,Unknown,No,2022-11-16 11:00:00,Navarra
Ourense,Broken clouds,14,96,10.4,1008,33.0,8.0,14.0,Unknown,Unknown,3.3,Unknown,No,2022-11-16 11:00:00,Galicia
Palencia,Broken clouds,10,81,27.4,1010,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Castilla y León
"Palmas, Las",Few clouds,24,46,10.5,1021,11.0,4.1,Unknown,11.0,65.0,11.0,0.0,No,2022-11-16 11:00:00,Canarias
"Rioja, La",Broken clouds,13,59,3.6,1008,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,"Rioja, La"
Salamanca,Broken clouds,9,89,25.7,1012,12.0,3.0,Unknown,Unknown,2.0,1.0,Unknown,No,2022-11-16 11:00:00,Castilla y León
Santa Cruz de Tenerife,Clear sky,26,34,7.4,1023,65.0,19.0,53.5,9.0,61.5,10.0,Unknown,No,2022-11-16 11:00:00,Canarias
Segovia,Broken clouds,11,81,13.1,1012,8.0,2.0,3.0,Unknown,Unknown,2.0,Unknown,No,2022-11-16 11:00:00,Castilla y León
Sevilla,Broken clouds,18,71,13.1,1017,33.0,8.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Andalucía
Soria,Broken clouds,8,93,8.1,1009,3.0,4.1,Unknown,Unknown,21.0,2.0,Unknown,No,2022-11-16 11:00:00,Castilla y León
Tarragona,Clear sky,19,51,27.8,1008,59.0,16.0,23.0,62.0,6.0,2.0,Unknown,No,2022-11-16 11:00:00,Cataluña
Teruel,Clear sky,11,76,11.1,1012,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 11:00:00,Aragón
Toledo,Broken clouds,13,77,29.1,1013,25.0,6.0,17.0,Unknown,2.0,2.0,Unknown,No,2022-11-16 11:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,20,50,34.6,1010,15.0,2.0,8.0,36.0,11.0,4.0,0.1,No,2022-11-16 11:00:00,Comunidad Valenciana
Valladolid,Broken clouds,11,86,25.9,1011,24.0,5.0,7.5,58.0,19.0,6.0,Unknown,No,2022-11-16 11:00:00,Castilla y León
Zamora,Rain,12,100,33.9,1010,29.0,7.0,9.0,Unknown,6.0,1.0,Unknown,No,2022-11-16 11:00:00,Castilla y León
Zaragoza,Few clouds,15,71,18.5,1009,68.0,20.0,34.3,6.8,37.4,6.7,280.0,No,2022-11-16 11:00:00,Aragón
Ceuta,Broken clouds,19,86,34.6,1018,23.0,4.2,6.8,56.6,9.4,3.8,0.1,No,2022-11-16 11:00:00,Ceuta
Albacete,Broken clouds,14,72,22.2,1013,33.0,8.0,24.0,71.0,6.0,2.0,0.0,No,2022-11-16 18:00:00,Castilla-La Mancha
Alicante/Alacant,Rain,20,57,14.8,1010,27.0,1.0,9.0,65.0,3.0,4.0,0.1,No,2022-11-16 18:00:00,Alicante/Alacant
Almería,Broken clouds,20,61,22.1,1011,8.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,Andalucía
Asturias,Broken clouds,20,68,9.3,1001,25.0,6.0,11.0,21.0,41.0,13.2,0.8,No,2022-11-16 18:00:00,Asturias
Ávila,Broken clouds,12,86,9.6,1014,5.0,1.1,Unknown,Unknown,Unknown,1.0,Unknown,No,2022-11-16 18:00:00,Castilla y León
Badajoz,Broken clouds,16,83,22.8,1013,21.0,2.1,Unknown,51.0,9.8,0.4,0.2,No,2022-11-16 18:00:00,Extremadura
"Balears, Illes",Broken clouds,20,63,38.8,1008,28.0,6.5,11.0,69.5,2.2,3.3,Unknown,No,2022-11-16 18:00:00,"Balears, Illes"
Barcelona,Few clouds,18,50,18.5,1004,7.0,1.7,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,Cataluña
Burgos,Shower rain,11,93,37.0,1007,5.0,1.1,Unknown,Unknown,9.0,1.0,Unknown,No,2022-11-16 18:00:00,Castilla y León
Cáceres,Broken clouds,13,93,19.2,1012,9.0,2.1,Unknown,Unknown,5.5,0.1,0.1,No,2022-11-16 18:00:00,Extremadura
Cádiz,Broken clouds,19,83,17.6,1016,22.0,3.0,5.9,53.0,6.0,2.0,0.6,No,2022-11-16 18:00:00,Andalucía
Cantabria,Scattered clouds,20,55,22.2,999,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,Cantabria
Castellón/Castelló,Broken clouds,20,47,10.0,1007,17.0,2.0,4.0,42.0,12.0,6.0,0.1,No,2022-11-16 18:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,12,89,25.7,1013,8.0,2.0,9.0,Unknown,4.0,2.0,Unknown,No,2022-11-16 18:00:00,Castilla-La Mancha
Córdoba,Broken clouds,15,100,3.7,1015,19.0,3.6,7.6,46.5,11.5,2.0,0.2,No,2022-11-16 18:00:00,Andalucía
"Coruña, A",Few clouds,16,79,20.4,1002,21.0,4.1,Unknown,52.0,4.0,Unknown,Unknown,No,2022-11-16 18:00:00,Galicia
Cuenca,Broken clouds,9,93,23.8,1011,29.0,7.0,13.0,Unknown,Unknown,4.0,Unknown,No,2022-11-16 18:00:00,Castilla-La Mancha
Girona,Broken clouds,13,80,5.9,1005,41.0,10.0,19.0,Unknown,Unknown,1.0,Unknown,No,2022-11-16 18:00:00,Cataluña
Granada,Broken clouds,13,84,3.3,1016,22.0,2.4,9.7,54.0,14.0,11.0,0.1,No,2022-11-16 18:00:00,Andalucía
Guadalajara,Broken clouds,10,94,22.2,1010,25.0,6.0,11.0,Unknown,Unknown,9.0,Unknown,No,2022-11-16 18:00:00,Castilla-La Mancha
Huelva,Broken clouds,18,83,16.1,1020,22.0,3.8,8.6,54.0,0.0,2.0,0.4,No,2022-11-16 18:00:00,Andalucía
Huesca,Scattered clouds,13,77,5.5,1007,1.0,4.1,Unknown,Unknown,Unknown,1.0,Unknown,No,2022-11-16 18:00:00,Aragón
Jaén,Broken clouds,14,86,9.6,1014,31.0,1.1,3.8,75.5,5.5,4.0,0.3,No,2022-11-16 18:00:00,Andalucía
León,Broken clouds,10,95,24.3,1005,17.0,4.0,Unknown,Unknown,Unknown,2.0,Unknown,No,2022-11-16 18:00:00,Castilla y León
Lleida,Clear sky,15,70,9.3,1004,37.0,9.0,14.5,50.0,1.0,1.0,Unknown,No,2022-11-16 18:00:00,Cataluña
Lugo,Broken clouds,13,92,17.1,1005,4.0,1.0,1.0,Unknown,2.8,2.0,Unknown,No,2022-11-16 18:00:00,Galicia
Madrid,Broken clouds,11,90,23.1,1011,4.0,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,Madrid
Málaga,Few clouds,21,66,9.3,1013,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,Andalucía
Murcia,Broken clouds,20,48,25.0,1011,19.0,4.5,14.0,19.0,59.0,8.0,Unknown,No,2022-11-16 18:00:00,Murcia
Navarra,Broken clouds,13,66,9.0,1005,12.0,3.0,4.0,20.0,37.0,2.0,Unknown,No,2022-11-16 18:00:00,Navarra
Ourense,Broken clouds,16,93,19.8,1006,7.0,1.0,7.2,Unknown,Unknown,4.8,Unknown,No,2022-11-16 18:00:00,Galicia
Palencia,Broken clouds,11,87,33.5,1006,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,Castilla y León
"Palmas, Las",Few clouds,26,50,8.3,1019,55.0,14.0,40.0,67.0,18.0,2.0,Unknown,No,2022-11-16 18:00:00,Canarias
"Rioja, La",Broken clouds,14,69,9.9,1005,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,"Rioja, La"
Salamanca,Broken clouds,11,93,31.2,1009,4.0,1.0,Unknown,Unknown,6.0,1.0,Unknown,No,2022-11-16 18:00:00,Castilla y León
Santa Cruz de Tenerife,Few clouds,23,64,15.3,1019,61.0,17.0,40.0,56.0,13.5,8.0,Unknown,No,2022-11-16 18:00:00,Canarias
Segovia,Broken clouds,10,86,17.5,1010,4.0,1.0,3.0,Unknown,Unknown,2.0,Unknown,No,2022-11-16 18:00:00,Castilla y León
